         1941071 function calls (1817527 primitive calls) in 143.913 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       45    0.000    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2967(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\liveness.py:50(visit_node)
       37    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:2016(device)
        1    0.000    0.000    0.006    0.006 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\JpegImagePlugin.py:34(<module>)
       29    0.000    0.000    0.007    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\c_api_util.py:45(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       23    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:6601(__enter__)
      133    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMapping}
       17    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
       64    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\os.py:738(encodekey)
      135    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsAttrs}
      135    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsCompositeTensor}
      126    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\training\tracking\tracking.py:186(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\math_ops.py:865(cast)
      170    0.000    0.000    0.000    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       17    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\codecs.py:319(decode)
       31    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:265(watch_variable)
       22    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:251(__init__)
        9    0.000    0.000    0.195    0.022 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:2591(frombuffer)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\PngImagePlugin.py:341(chunk_IHDR)
       10    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:830(_lazy_read)
       66    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\_weakrefset.py:26(__exit__)
      119    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\tf_stack.py:123(get_filtered_filenames)
       30    0.000    0.000    0.042    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:646(read_and_set_handle)
        1    0.000    0.000    0.049    0.049 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\tokenize.py:388(open)
       37    0.000    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_spec.py:169(_from_compatible_tensor_list)
       21    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:2312(_maybe_cast_inputs)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:3060(<listcomp>)
        1    0.000    0.000    0.126    0.126 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\subprocess.py:368(check_output)
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       39    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:416(MakePrimitiveMapDefault)
      122    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\encoder.py:268(FieldSize)
       32    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:726(getmodule)
       29    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.AddControlInput}
      131    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
       56    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1485(log)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:356(_inference_name)
     15/8    0.000    0.000    0.036    0.005 {built-in method builtins.__import__}
       31    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\core\converter.py:153(__init__)
        9    0.000    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\applications\imagenet_utils.py:103(preprocess_input)
        7    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       44    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\type_spec.py:337(__get_cmp_key)
        1    0.000    0.000    0.001    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\def_function.py:102(called_with_tracing)
       40    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
      261    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:216(_variant_tensor)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        9    0.000    0.000    0.218    0.024 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:2987(make_iterator)
        4    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:792(filter)
        5    0.000    0.000    0.007    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:4474(max_pool)
      279    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:790(_v2_behavior)
        9    0.000    0.000    2.461    0.273 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:1827(_filtered_call)
        7    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       15    0.000    0.000    0.009    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:10392(relu)
       34    0.000    0.000    0.006    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:129(_prepare_replacement)
       23    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:116(__init__)
       29    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\impl\conversion.py:242(cache_whitelisted)
        5    0.000    0.000    0.007    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:5209(max_pool)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      129    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\scanner.py:125(peek_token)
       27    0.000    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:96(closegroup)
        9    0.000    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\training.py:2667(concat)
       94    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:274(InnerDecode)
       61    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:413(visit_Name)
        3    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\constructor.py:132(construct_mapping)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\object_identity.py:131(__getitem__)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\training.py:2453(_check_call_args)
       28    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:1549(_set_function_spec)
      111    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\events.py:65(__init__)
       11    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\textwrap.py:414(dedent)
    37/32    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:218(_convert_to_ast)
       22    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:204(visit_Name)
       34    0.000    0.000    0.006    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:64(copy_clean)
        9    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
       81    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\memory.py:24(dismantle_ordered_dict)
        6    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:411(_mk_bitmap)
       45    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\structure.py:376(<lambda>)
       38    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:2431(_set_attr_with_buf)
      182    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:2646(_convert_numpy_inputs)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\collections\__init__.py:410(_replace)
       18    0.000    0.000    0.058    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1028(slice)
       27    0.000    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\utils\tf_utils.py:513(to_numpy_or_python_type)
       18    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
      320    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_spec.py:37(<lambda>)
       57    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\dtypes.py:103(as_numpy_dtype)
       18    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
       51    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\init.py:109(uniform_)
       61    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\utils\ag_logging.py:138(log)
       57    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:53(__enter__)
      398    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      136    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:704(as_dimension)
        2    0.000    0.000    0.012    0.006 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\obj_tracker.py:9(read_classes)
        9    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\Image.py:646(__array_interface__)
       22    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:2395(_name_scope)
     18/7    0.000    0.000    0.046    0.007 {built-in method builtins.exec}
      336    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\control_flow_util.py:191(GetContainingWhileContext)
       28    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\op_def_library.py:184(_MakeShape)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\structure.py:196(<listcomp>)
        9    0.000    0.000    2.459    0.273 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\execute.py:33(quick_execute)
        1    0.000    0.000    0.031    0.031 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\loader.py:70(load_ast)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\scanner.py:1185(scan_flow_scalar_non_spaces)
      156    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:813(device_name)
       10    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\monitoring.py:335(get_cell)
       10    0.000    0.000    0.017    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:8143(reshape)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:1433(get_variable_scope)
        8    0.000    0.000    2.058    0.257 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:2825(__call__)
        1    0.000    0.000    0.001    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils\general.py:510(increment_path)
        9    0.000    0.000    0.025    0.003 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:3036(map_dataset)
       31    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\object_identity.py:75(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
       22    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:2738(variable_creator_scope)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
        9    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1039(numpy)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:2889(_graph_rewrites)
       21    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:2985(_set_save_spec)
       11    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\ntpath.py:203(splitext)
       45    0.000    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\structure.py:355(to_tensor_list)
      306    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\errors_impl.py:86(message)
       60    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:4275(_colocate_with_for_gradient)
      155    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\op_def_library.py:46(_AttrValue)
      142    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:749(_handle)
       11    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2853(__init__)
      123    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\astunparse\unparser.py:46(write)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:474(<listcomp>)
       54    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\training\tracking\tracking.py:154(resource_tracker_scope)
       25    0.000    0.000    0.005    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:338(_process_statement)
       20    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\base_layer.py:2690(_obj_reference_counts)
       13    0.000    0.000    0.046    0.004 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:2570(_conv2d_expanded_batch)
        1    0.000    0.000    0.015    0.015 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\numpy_ops\np_random.py:15(<module>)
       26    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\_weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:839(_addHandlerRef)
       63    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\reaching_definitions.py:72(<dictcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\callbacks.py:571(on_predict_end)
        9    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\structure.py:119(convert_legacy_structure)
       63    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\nest.py:245(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\util\nest.py:126(_packed_nest_with_indices)
        9    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:3581(_parse_args)
       32    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\transformer.py:131(enter)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
        1    0.000    0.000    0.005    0.005 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1405(setLevel)
      183    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\scanner.py:325(unwind_indent)
        1    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\glob.py:81(_glob1)
       56    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\traceable_stack.py:131(copy)
       31    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\custom_gradient.py:75(<listcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:4567(__exit__)
       56    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:544(_visit_node_list)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:178(__init__)
       14    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:555(_visit_arg_declarations)
       27    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\ast.py:211(iter_child_nodes)
        9    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\engine\training.py:2626(_in_multi_worker_mode)
       49    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\op_def_library.py:682(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\scanner.py:1134(scan_flow_scalar)
      119    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\impl\api.py:122(get_effective_source_map)
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:735(external_captures)
        4    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:692(getsourcefile)
        2    0.000    0.000    0.002    0.001 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1553(_log)
       75    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:610(__contains__)
       30    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\impl\conversion.py:234(is_in_whitelist_cache)
        2    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:599(build)
       76    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\encoder.py:677(EncodeField)
       74    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\context.py:823(_set_device)
       10    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\monitoring.py:136(get_cell)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        9    0.000    0.000    0.006    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\gen_dataset_ops.py:106(anonymous_iterator_v2)
       13    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       28    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\ops\variable_scope.py:1420(get_variable_scope_store)
        1    0.000    0.000    0.004    0.004 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:738(_next_internal)
       18    0.000    0.000    0.011    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\parser.py:228(parse)
        7    0.000    0.000    0.000    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\enum.py:828(__and__)
       29    0.000    0.000    0.001    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\eager\function.py:3595(defun_with_attributes)
